Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Reporting starts,Reporting ends
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,25-34,female,not_delivering,ad,35,39,1.11428571,7-day click or 1-day view,actions:visit_instagram_profile,1,0.13,0.13,2024-05-08,2024-12-30,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.07 | Shoreditch,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,4,6,1.5,7-day click or 1-day view,,,0.13,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.03 | Rotherhithe,Hyperlocal IG Story Design 3 |  Plumber,45-54,male,not_delivering,ad,3,11,3.66666667,7-day click or 1-day view,,,0.13,,2024-04-05,Ongoing,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 3,25-34,unknown,not_delivering,ad,15,16,1.06666667,7-day click or 1-day view,,,0.13,,2023-11-23,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-ELEC|IFD-STOR-RL|IMG|green_cta_bulb,18-24,female,inactive,ad,28,33,1.17857143,7-day click or 1-day view,,,0.13,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.11 | Elephant and Castle,Hyperlocal IG Story Design 3 |  Plumber,18-24,male,not_delivering,ad,23,24,1.04347826,7-day click or 1-day view,,,0.13,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|green_cta_tap,18-24,male,inactive,ad,16,27,1.6875,7-day click or 1-day view,,,0.13,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.03 | Rotherhithe,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,unknown,not_delivering,ad,7,19,2.71428571,7-day click or 1-day view,,,0.13,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,18-24,male,not_delivering,ad,6,9,1.5,7-day click or 1-day view,,,0.13,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,unknown,not_delivering,ad,12,13,1.08333333,7-day click or 1-day view,,,0.13,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.02 | Bermondsey,Hyperlocal IG Story Design 3 |  Plumber,18-24,male,not_delivering,ad,16,16,1,7-day click or 1-day view,,,0.13,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,25-34,unknown,not_delivering,ad,5,6,1.2,7-day click or 1-day view,,,0.12,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,25-34,unknown,inactive,ad,8,10,1.25,7-day click or 1-day view,,,0.12,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,25-34,male,not_delivering,ad,8,8,1,7-day click or 1-day view,,,0.12,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,45-54,female,inactive,ad,18,24,1.33333333,7-day click or 1-day view,actions:visit_instagram_profile,5,0.12,0.02,2024-05-08,2024-12-30,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 3 |  Plumber,35-44,female,not_delivering,ad,17,17,1,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.11 | Finsbury,Hyperlocal Grid Posts Design 3 |  Plumber,55-64,female,not_delivering,ad,3,4,1.33333333,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.09 | Highgate,Hyperlocal IG Story Design 3 |  Plumber,18-24,male,not_delivering,ad,6,9,1.5,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,35-44,female,not_delivering,ad,3,11,3.66666667,7-day click or 1-day view,actions:visit_instagram_profile,1,0.12,0.12,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-GAS|IFD-STOR-RL|IMG|beige_gas,55-64,unknown,inactive,ad,13,19,1.46153846,7-day click or 1-day view,,,0.12,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.06 | Camberwell,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,7,8,1.14285714,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.06 | Kings Cross,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,male,not_delivering,ad,8,16,2,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Interest Based_Ad Set 2,TH_ABO_Prospecting_Cold Audience_London_Ad3_Single Image,45-54,female,not_delivering,ad,21,25,1.19047619,7-day click or 1-day view,actions:visit_instagram_profile,2,0.12,0.06,2024-02-09,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,55-64,male,not_delivering,ad,10,11,1.1,7-day click or 1-day view,,,0.12,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_July Ad2,45-54,unknown,not_delivering,ad,8,12,1.5,7-day click or 1-day view,,,0.12,,2024-03-19,Ongoing,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,55-64,female,not_delivering,ad,9,9,1,7-day click or 1-day view,,,0.12,,2024-03-19,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.10 | Dulwich Village,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,female,not_delivering,ad,17,18,1.05882353,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 1 |  Electrician,45-54,male,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-55|RTG|WebsiteVisitors&CRMList|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,35-44,female,not_delivering,ad,14,14,1,7-day click or 1-day view,,,0.12,,2024-05-09,2024-06-16,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Broad_Ad Set 1_IG,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image_April_NewAd1,25-34,female,not_delivering,ad,32,36,1.125,7-day click or 1-day view,,,0.12,,2024-02-09,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,unknown,not_delivering,ad,6,15,2.5,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|Christmas,25-34,male,not_delivering,ad,7,7,1,7-day click or 1-day view,,,0.12,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,18,26,1.44444444,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.11 | Finsbury,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,unknown,not_delivering,ad,12,17,1.41666667,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.04 | Clerkenwell,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,15,18,1.2,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.08 | Archway,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,unknown,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.11 | Finsbury,Hyperlocal IG Story Design 1 |  Electrician,35-44,male,not_delivering,ad,18,20,1.11111111,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.05 | Barnsbury,Hyperlocal IG Story Design 2 |  Heating Engineer,45-54,female,not_delivering,ad,11,11,1,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 08.00 | TH | Southwark (Reel),04.07 | Peckham Rye,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,29,33,1.13793103,7-day click or 1-day view,,,0.12,,2024-04-08,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.01 | Angel,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,female,not_delivering,ad,15,17,1.13333333,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,45-54,female,inactive,ad,9,9,1,7-day click or 1-day view,,,0.12,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.01 | Angel,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.04 | Clerkenwell,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,male,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|review_tap_plummer,45-54,male,inactive,ad,24,30,1.25,7-day click or 1-day view,actions:visit_instagram_profile,2,0.12,0.06,2024-05-08,2024-12-30,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.02 | Bermondsey,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,female,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 2,25-34,female,not_delivering,ad,27,28,1.03703704,7-day click or 1-day view,,,0.12,,2024-03-19,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.09 | Dulwich,Hyperlocal IG Story Design 1 |  Electrician,45-54,female,not_delivering,ad,6,7,1.16666667,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.10 | Tufnell Park,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,unknown,not_delivering,ad,13,20,1.53846154,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.07 | Shoreditch,Hyperlocal IG Story Design 3 |  Plumber,45-54,male,not_delivering,ad,11,11,1,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.02 | Highbury,Hyperlocal IG Story Design 3 |  Plumber,18-24,female,not_delivering,ad,19,21,1.10526316,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 2 |  Heating Engineer,45-54,male,not_delivering,ad,9,11,1.22222222,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.11 | Finsbury,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,16,24,1.5,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,35-44,female,not_delivering,ad,3,17,5.66666667,7-day click or 1-day view,actions:visit_instagram_profile,4,0.12,0.03,2024-05-08,2024-12-30,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.06 | Camberwell,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,female,not_delivering,ad,18,19,1.05555556,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,AWARE|IFD-STOR-RL|IMG|PrideMonth,25-34,unknown,inactive,ad,7,10,1.42857143,7-day click or 1-day view,,,0.12,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.02 | Highbury,Hyperlocal Grid Posts Design 3 |  Plumber,55-64,female,not_delivering,ad,6,7,1.16666667,7-day click or 1-day view,,,0.12,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|09.01|MID|RTG|LEADS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,18-24,unknown,not_delivering,ad,11,14,1.27272727,7-day click or 1-day view,,,0.12,,2025-01-09,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|purple_sink,25-34,male,inactive,ad,9,11,1.22222222,7-day click or 1-day view,,,0.12,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.02 | Bermondsey,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,15,15,1,7-day click or 1-day view,,,0.12,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,25-34,unknown,not_delivering,ad,8,8,1,7-day click or 1-day view,,,0.11,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,45-54,unknown,active,ad,15,15,1,7-day click or 1-day view,,,0.11,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,25-34,female,not_delivering,ad,15,15,1,7-day click or 1-day view,Link clicks,2,0.11,0.06,2024-11-07,2024-12-22,2024-04-01,2025-04-08
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 2,35-44,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.11,,2023-04-13,Ongoing,2024-04-01,2025-04-08
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 1,18-24,female,not_delivering,ad,15,15,1,7-day click or 1-day view,,,0.11,,2023-04-13,Ongoing,2024-04-01,2025-04-08
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,female,not_delivering,ad,26,26,1,7-day click or 1-day view,Link clicks,1,0.11,0.11,2024-11-07,2024-12-22,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,35-44,male,not_delivering,ad,7,9,1.28571429,7-day click or 1-day view,,,0.11,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.01 | Angel,Hyperlocal IG Story Design 2 |  Heating Engineer,35-44,unknown,not_delivering,ad,1,2,2,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 08.00 | TH | Southwark (Reel),04.03 | Rotherhithe,Hyperlocal IG Story Design 1 |  Electrician,45-54,female,not_delivering,ad,11,14,1.27272727,7-day click or 1-day view,,,0.11,,2024-04-08,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,PLUM||IFD-STOR-RL|IMG|sitting,18-24,male,inactive,ad,20,21,1.05,7-day click or 1-day view,,,0.11,,2025-03-02,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.05 | Peckham,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,male,not_delivering,ad,1,8,8,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-55|RTG|WebsiteVisitors&CRMList|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,55-64,female,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.11,,2024-05-09,2024-06-16,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.11 | Elephant and Castle,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,35-44,female,not_delivering,ad,8,8,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.12 | London Bridge,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,35-44,male,not_delivering,ad,13,13,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.07 | Shoreditch,Hyperlocal Grid Posts Design 1 |  Electrician,18-24,male,not_delivering,ad,12,13,1.08333333,7-day click or 1-day view,,,0.11,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.11 | Elephant and Castle,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,15,15,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.06 | Kings Cross,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,unknown,not_delivering,ad,3,7,2.33333333,7-day click or 1-day view,,,0.11,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,female,not_delivering,ad,25,26,1.04,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,25-34,female,inactive,ad,9,9,1,7-day click or 1-day view,,,0.11,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,35-44,female,inactive,ad,18,19,1.05555556,7-day click or 1-day view,,,0.11,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,7,7,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.02 | Highbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,male,not_delivering,ad,13,14,1.07692308,7-day click or 1-day view,,,0.11,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.05 | Barnsbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,male,not_delivering,ad,29,39,1.34482759,7-day click or 1-day view,,,0.11,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.01 | Borough,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,female,not_delivering,ad,14,14,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 3 |  Plumber,18-24,female,not_delivering,ad,11,11,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.12 | Holloway,Hyperlocal IG Story Design 2 |  Heating Engineer,18-24,female,not_delivering,ad,23,27,1.17391304,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.09 | Highgate,Hyperlocal Reel  |  Tradeswomen,35-44,unknown,not_delivering,ad,2,7,3.5,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.02 | Highbury,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,12,20,1.66666667,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,65+,unknown,not_delivering,ad,3,5,1.66666667,7-day click or 1-day view,,,0.11,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 3 |  Plumber,35-44,female,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.05 | Barnsbury,Hyperlocal IG Story Design 2 |  Heating Engineer,18-24,female,not_delivering,ad,29,30,1.03448276,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.01 | Angel,Hyperlocal IG Story Design 1 |  Electrician,45-54,male,not_delivering,ad,14,16,1.14285714,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.11 | Elephant and Castle,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,unknown,not_delivering,ad,4,7,1.75,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.06 | Kings Cross,Hyperlocal Grid Posts Design 3 |  Plumber,18-24,unknown,not_delivering,ad,2,6,3,7-day click or 1-day view,,,0.11,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,18-24,male,inactive,ad,25,29,1.16,7-day click or 1-day view,,,0.11,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|green_bulb,65+,male,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.11,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.03 | Canonbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,female,not_delivering,ad,13,14,1.07692308,7-day click or 1-day view,,,0.11,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.04 | Clerkenwell,Hyperlocal Grid Posts Design 3 |  Plumber,55-64,female,not_delivering,ad,4,7,1.75,7-day click or 1-day view,,,0.11,,2024-04-04,Ongoing,2024-04-01,2025-04-08
