Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Reporting starts,Reporting ends
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|purple_cta_sink,25-34,female,not_delivering,ad,3336,6437,1.92955635,7-day click or 1-day view,quoteReceived,6,58.00,9.67,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,35-44,female,not_delivering,ad,6143,14729,2.39768843,7-day click or 1-day view,Link clicks,132,55.56,0.42,2024-12-17,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,55-64,female,inactive,ad,888,2249,2.53265766,7-day click or 1-day view,quoteReceived,6,54.70,9.12,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|green_cta_tap,35-44,female,not_delivering,ad,6134,7855,1.28056733,7-day click or 1-day view,quoteReceived,4,53.25,13.31,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|purple_cta_sink,35-44,female,not_delivering,ad,2280,4419,1.93815789,7-day click or 1-day view,quoteReceived,5,52.90,10.58,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,35-44,female,not_delivering,ad,2436,3290,1.35057471,7-day click or 1-day view,quoteReceived,2,52.41,26.20,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,55-64,female,inactive,ad,924,2627,2.84307359,7-day click or 1-day view,quoteReceived,1,52.02,52.02,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,35-44,female,inactive,ad,3224,4988,1.5471464,7-day click or 1-day view,quoteReceived,2,50.28,25.14,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,25-34,male,inactive,ad,2312,4893,2.11634948,7-day click or 1-day view,quoteReceived,1,48.69,48.69,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,45-54,female,inactive,ad,1391,3224,2.31775701,7-day click or 1-day view,quoteReceived,2,48.61,24.31,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,25-34,female,not_delivering,ad,2892,3969,1.37240664,7-day click or 1-day view,,,47.50,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,35-44,male,inactive,ad,1496,3365,2.24933155,7-day click or 1-day view,quoteReceived,3,47.34,15.78,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,45-54,female,inactive,ad,1828,2359,1.2904814,7-day click or 1-day view,quoteReceived,3,46.91,15.64,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,35-44,female,not_delivering,ad,2722,4557,1.67413666,7-day click or 1-day view,quoteReceived,3,46.61,15.54,2025-03-02,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,25-34,female,not_delivering,ad,3647,6069,1.66410749,7-day click or 1-day view,quoteReceived,5,45.94,9.19,2025-03-02,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,25-34,female,inactive,ad,4024,5813,1.4445825,7-day click or 1-day view,quoteReceived,2,45.92,22.96,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,25-34,female,active,ad,1850,3661,1.97891892,7-day click or 1-day view,quoteReceived,5,45.02,9.00,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|Christmas,35-44,female,inactive,ad,2047,3287,1.60576453,7-day click or 1-day view,quoteReceived,2,44.64,22.32,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|green_bulb,55-64,female,not_delivering,ad,1104,2961,2.68206522,7-day click or 1-day view,quoteReceived,3,44.40,14.80,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesI,35-44,female,inactive,ad,2801,3154,1.12602642,7-day click or 1-day view,,,43.68,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Broad_Ad Set 1_IG,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image_April_NewAd2,18-24,female,not_delivering,ad,8631,13771,1.59552775,7-day click or 1-day view,actions:visit_instagram_profile,365,43.59,0.12,2024-02-09,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,55-64,female,inactive,ad,832,2733,3.28485577,7-day click or 1-day view,quoteReceived,1,42.78,42.78,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,25-34,female,inactive,ad,2319,3541,1.52695127,7-day click or 1-day view,quoteReceived,2,42.67,21.33,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,35-44,female,inactive,ad,1493,2464,1.65036839,7-day click or 1-day view,quoteReceived,7,42.56,6.08,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,25-34,female,not_delivering,ad,3317,5891,1.77600241,7-day click or 1-day view,,,42.35,,2025-03-02,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,35-44,female,not_delivering,ad,2570,4556,1.77276265,7-day click or 1-day view,quoteReceived,1,42.10,42.10,2025-03-02,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|Christmas,25-34,female,inactive,ad,2265,3858,1.70331126,7-day click or 1-day view,quoteReceived,2,41.47,20.73,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,25-34,male,not_delivering,ad,5042,6528,1.29472432,7-day click or 1-day view,actions:visit_instagram_profile,346,40.14,0.12,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,35-44,female,active,ad,2529,3701,1.46342428,7-day click or 1-day view,quoteReceived,5,40.13,8.03,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,35-44,male,inactive,ad,2036,2673,1.31286837,7-day click or 1-day view,quoteReceived,3,39.61,13.20,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,35-44,male,not_delivering,ad,3727,8394,2.25221358,7-day click or 1-day view,Link clicks,84,39.23,0.47,2024-12-17,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,25-34,female,active,ad,3234,4533,1.40166976,7-day click or 1-day view,quoteReceived,6,38.26,6.38,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,25-34,unknown,not_delivering,ad,3264,7304,2.2377451,7-day click or 1-day view,actions:visit_instagram_profile,381,38.10,0.10,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,25-34,male,inactive,ad,1376,3189,2.31758721,7-day click or 1-day view,quoteReceived,4,37.43,9.36,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,18-24,unknown,not_delivering,ad,2944,7791,2.64639946,7-day click or 1-day view,actions:visit_instagram_profile,355,37.20,0.10,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,25-34,male,inactive,ad,2516,3039,1.20786963,7-day click or 1-day view,quoteReceived,6,37.03,6.17,2024-05-09,2024-12-22,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Interest Based_Ad Set 2,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image,25-34,female,not_delivering,ad,6684,9404,1.40694195,7-day click or 1-day view,actions:visit_instagram_profile,171,36.10,0.21,2024-02-09,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,55-64,female,not_delivering,ad,2384,3509,1.47189597,7-day click or 1-day view,quoteReceived,3,35.13,11.71,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,18-24,female,inactive,ad,2201,6789,3.08450704,7-day click or 1-day view,quoteReceived,1,34.75,34.75,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,65+,female,inactive,ad,1680,2937,1.74821429,7-day click or 1-day view,quoteReceived,4,33.83,8.46,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,18-24,female,inactive,ad,1584,4364,2.75505051,7-day click or 1-day view,quoteReceived,3,32.43,10.81,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,45-54,female,not_delivering,ad,2943,6155,2.09140333,7-day click or 1-day view,Link clicks,55,31.64,0.58,2024-12-17,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,35-44,male,inactive,ad,792,2033,2.56691919,7-day click or 1-day view,quoteReceived,5,31.55,6.31,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,45-54,female,inactive,ad,1240,2122,1.71129032,7-day click or 1-day view,quoteReceived,3,30.82,10.27,2024-05-09,2025-04-30,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Broad_Ad Set 1_IG,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image_April_NewAd2,25-34,female,not_delivering,ad,7291,9008,1.23549582,7-day click or 1-day view,actions:visit_instagram_profile,257,30.42,0.12,2024-02-09,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,45-54,female,inactive,ad,1340,2183,1.62910448,7-day click or 1-day view,,,30.15,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 4,25-34,female,not_delivering,ad,3772,4651,1.23303287,7-day click or 1-day view,quoteReceived,3,30.12,10.04,2023-11-23,Ongoing,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,18-24,unknown,not_delivering,ad,2336,8280,3.54452055,7-day click or 1-day view,Link clicks,51,30.09,0.59,2024-12-17,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|purple_sink,45-54,female,not_delivering,ad,1968,2625,1.33384146,7-day click or 1-day view,,,29.75,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,25-34,male,not_delivering,ad,3682,4487,1.21863118,7-day click or 1-day view,actions:visit_instagram_profile,270,29.74,0.11,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,18-24,female,not_delivering,ad,2896,4284,1.47928177,7-day click or 1-day view,quoteReceived,1,29.47,29.47,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,65+,female,inactive,ad,736,1262,1.71467391,7-day click or 1-day view,Meta leads,10,29.34,2.93,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,55-64,female,not_delivering,ad,1968,4305,2.1875,7-day click or 1-day view,Link clicks,72,29.26,0.41,2024-12-17,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,UGC|IFD-STOR-RL|VID|Clip1,35-44,female,inactive,ad,1427,1936,1.35669236,7-day click or 1-day view,,,29.21,,2025-03-02,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,35-44,male,not_delivering,ad,2720,4248,1.56176471,7-day click or 1-day view,actions:visit_instagram_profile,250,28.89,0.12,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,55-64,female,inactive,ad,940,1244,1.32340426,7-day click or 1-day view,quoteReceived,2,28.87,14.43,2024-05-09,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|green_cta_tap,45-54,female,inactive,ad,2383,2985,1.25262274,7-day click or 1-day view,quoteReceived,1,28.53,28.53,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,18-24,female,inactive,ad,2616,3732,1.4266055,7-day click or 1-day view,Meta leads,13,27.52,2.12,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,45-54,male,not_delivering,ad,1152,1523,1.32204861,7-day click or 1-day view,quoteReceived,1,27.38,27.38,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,55-64,female,inactive,ad,600,1181,1.96833333,7-day click or 1-day view,quoteReceived,1,27.36,27.36,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,18-24,male,not_delivering,ad,3249,4780,1.47122191,7-day click or 1-day view,actions:visit_instagram_profile,265,27.02,0.10,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,25-34,male,inactive,ad,1180,2509,2.12627119,7-day click or 1-day view,quoteReceived,3,26.95,8.98,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,18-24,male,not_delivering,ad,3697,5279,1.42791453,7-day click or 1-day view,actions:visit_instagram_profile,229,26.66,0.12,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,65+,female,not_delivering,ad,752,1317,1.75132979,7-day click or 1-day view,quoteReceived,2,25.80,12.90,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,45-54,female,inactive,ad,1044,2044,1.95785441,7-day click or 1-day view,quoteReceived,2,25.40,12.70,2024-05-09,2025-04-30,2024-04-01,2025-04-08
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,25-34,female,not_delivering,ad,2435,3668,1.5063655,7-day click or 1-day view,,,25.22,,2023-04-13,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|green_bulb,35-44,male,not_delivering,ad,1272,2688,2.11320755,7-day click or 1-day view,quoteReceived,2,25.17,12.59,2024-07-01,2024-12-22,2024-04-01,2025-04-08
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,35-44,female,not_delivering,ad,2128,2962,1.39191729,7-day click or 1-day view,,,24.71,,2023-04-13,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,45-54,female,inactive,ad,1424,2800,1.96629213,7-day click or 1-day view,quoteReceived,5,24.02,4.80,2024-07-01,2024-12-22,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 4,35-44,female,not_delivering,ad,2524,2946,1.16719493,7-day click or 1-day view,quoteReceived,1,24.02,24.02,2023-11-23,Ongoing,2024-04-01,2025-04-08
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,25-34,unknown,not_delivering,ad,1728,5351,3.09664352,7-day click or 1-day view,Link clicks,47,23.82,0.51,2024-12-17,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,PLUM||IFD-STOR-RL|IMG|sitting,35-44,female,inactive,ad,1750,2515,1.43714286,7-day click or 1-day view,,,23.19,,2025-03-02,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,25-34,male,inactive,ad,1175,1908,1.62382979,7-day click or 1-day view,quoteReceived,1,22.84,22.84,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,35-44,female,not_delivering,ad,2433,3242,1.3325113,7-day click or 1-day view,actions:visit_instagram_profile,198,22.48,0.11,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,25-34,unknown,inactive,ad,616,2352,3.81818182,7-day click or 1-day view,quoteReceived,2,22.43,11.22,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,35-44,male,inactive,ad,732,1709,2.33469945,7-day click or 1-day view,quoteReceived,2,22.32,11.16,2024-05-09,2025-04-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,25-34,female,not_delivering,ad,2612,3180,1.21745789,7-day click or 1-day view,,,22.15,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,25-34,female,not_delivering,ad,2657,4012,1.50997365,7-day click or 1-day view,actions:visit_instagram_profile,194,22.06,0.11,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,55-64,female,inactive,ad,648,979,1.51080247,7-day click or 1-day view,quoteReceived,2,22.04,11.02,2024-07-01,2024-12-22,2024-04-01,2025-04-08
