Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Reporting starts,Reporting ends
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,55-64,female,not_delivering,ad,2384,3123,1.30998322,7-day click or 1-day view,quoteReceived,8,73.27,9.16,2024-05-09,2024-10-31,90,0.81408342,23.46061743,4.32276657,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,18-24,female,not_delivering,ad,7537,11427,1.51612047,7-day click or 1-day view,Link clicks,662,70.00,0.11,2024-11-07,2024-12-22,662,0.1057389,6.12576831,6.66841691,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,25-34,male,not_delivering,ad,5880,7927,1.34812925,7-day click or 1-day view,Link clicks,729,69.77,0.10,2024-11-07,2024-12-22,729,0.09570534,8.80146211,10.30654724,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,25-34,male,not_delivering,ad,4033,5354,1.32754773,7-day click or 1-day view,quoteReceived,6,68.48,11.41,2024-05-09,2024-10-31,74,0.9253651,12.78987996,3.36197236,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,35-44,female,inactive,ad,4385,9197,2.09737742,7-day click or 1-day view,quoteReceived,5,68.32,13.66,2024-07-01,2024-12-22,32,2.13512604,7.42894784,1.02207241,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,35-44,male,not_delivering,ad,3185,4266,1.33940345,7-day click or 1-day view,quoteReceived,15,67.93,4.53,2024-05-09,2024-10-31,66,1.02919638,15.92286942,3.00046882,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,18-24,female,not_delivering,ad,11244,15392,1.36890786,7-day click or 1-day view,actions:visit_instagram_profile,652,67.67,0.10,2024-05-08,2024-12-30,658,0.10284419,4.39653568,4.26195426,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,35-44,female,active,ad,2018,4375,2.16798811,7-day click or 1-day view,quoteReceived,10,66.43,6.64,2024-05-09,2025-04-30,24,2.76789737,15.18389416,0.98285714,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,45-54,female,inactive,ad,1600,3151,1.969375,7-day click or 1-day view,quoteReceived,3,66.21,22.07,2024-07-01,2024-12-22,59,1.12216947,21.01174197,3.55442717,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,45-54,female,inactive,ad,1549,3591,2.31826985,7-day click or 1-day view,quoteReceived,2,65.88,32.94,2024-05-09,2025-04-30,63,1.04578247,18.34706086,3.34168755,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,35-44,female,not_delivering,ad,6464,10255,1.58647896,7-day click or 1-day view,actions:visit_instagram_profile,578,65.62,0.11,2024-05-08,2024-12-30,573,0.11452869,6.39931162,5.67528035,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,18-24,male,not_delivering,ad,5440,8931,1.64172794,7-day click or 1-day view,Link clicks,679,63.18,0.09,2024-11-07,2024-12-22,679,0.09304891,7.07425943,8.46489755,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,25-34,female,not_delivering,ad,5768,7919,1.37291956,7-day click or 1-day view,Link clicks,585,61.83,0.11,2024-11-07,2024-12-22,585,0.10569303,7.80785707,8.37226923,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,25-34,female,inactive,ad,2879,5376,1.86731504,7-day click or 1-day view,quoteReceived,6,60.49,10.08,2024-05-09,2025-04-30,35,1.72828571,11.25186012,1.45089286,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesS,35-44,female,inactive,ad,3860,4556,1.18031088,7-day click or 1-day view,quoteReceived,5,60.21,12.04,2024-05-09,2024-10-31,58,1.03804502,13.21479608,3.35820896,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesI,25-34,female,inactive,ad,5183,6035,1.16438356,7-day click or 1-day view,quoteReceived,5,58.27,11.65,2024-05-09,2024-12-22,79,0.73762514,9.65573914,3.56255178,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|purple_cta_sink,25-34,female,not_delivering,ad,3336,6437,1.92955635,7-day click or 1-day view,quoteReceived,6,58.00,9.67,2024-07-01,2024-12-22,21,2.76193879,9.0105196,0.90104086,2024-04-01,2025-04-20
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,35-44,female,not_delivering,ad,6143,14729,2.39768843,7-day click or 1-day view,Link clicks,132,55.56,0.42,2024-12-17,Ongoing,132,0.42092251,3.77227046,0.9505058,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,55-64,female,inactive,ad,888,2249,2.53265766,7-day click or 1-day view,quoteReceived,6,54.70,9.12,2024-05-09,2025-04-30,33,1.65762738,24.32267832,2.97910182,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|green_cta_tap,35-44,female,not_delivering,ad,6134,7855,1.28056733,7-day click or 1-day view,quoteReceived,4,53.25,13.31,2024-05-09,2024-12-22,20,2.66228907,6.77858453,0.72565245,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-PLUM|IFD-STOR-RL|IMG|purple_cta_sink,35-44,female,not_delivering,ad,2280,4419,1.93815789,7-day click or 1-day view,quoteReceived,5,52.90,10.58,2024-07-01,2024-12-22,19,2.78433736,11.97157951,0.92781172,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,35-44,female,not_delivering,ad,2436,3290,1.35057471,7-day click or 1-day view,quoteReceived,2,52.41,26.20,2024-05-09,2024-12-22,30,1.74690865,15.9292582,1.58054711,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,55-64,female,inactive,ad,924,2627,2.84307359,7-day click or 1-day view,quoteReceived,1,52.02,52.02,2024-05-09,2025-04-30,21,2.47732529,19.80351391,1.56071565,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,35-44,female,inactive,ad,3224,4988,1.5471464,7-day click or 1-day view,quoteReceived,2,50.28,25.14,2024-05-09,2025-04-30,30,1.67589903,10.07958518,1.38331997,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,25-34,male,inactive,ad,2312,4893,2.11634948,7-day click or 1-day view,quoteReceived,1,48.69,48.69,2024-07-01,2024-12-22,59,0.8252293,9.95064959,2.88166769,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,45-54,female,inactive,ad,1391,3224,2.31775701,7-day click or 1-day view,quoteReceived,2,48.61,24.31,2024-05-09,2025-04-30,41,1.18564193,15.07795256,1.61290323,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,25-34,female,not_delivering,ad,2892,3969,1.37240664,7-day click or 1-day view,,,47.50,,2024-05-09,2024-12-22,28,1.69633986,11.96712427,1.36054422,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesH,35-44,male,inactive,ad,1496,3365,2.24933155,7-day click or 1-day view,quoteReceived,3,47.34,15.78,2024-07-01,2024-12-22,43,1.10089696,14.06792548,2.55572065,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,45-54,female,inactive,ad,1828,2359,1.2904814,7-day click or 1-day view,quoteReceived,3,46.91,15.64,2024-05-09,2024-12-22,33,1.42140779,19.88404291,2.37388724,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,35-44,female,not_delivering,ad,2722,4557,1.67413666,7-day click or 1-day view,quoteReceived,3,46.61,15.54,2025-03-02,Ongoing,16,2.913125,10.22822032,0.76804916,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,25-34,female,not_delivering,ad,3647,6069,1.66410749,7-day click or 1-day view,quoteReceived,5,45.94,9.19,2025-03-02,Ongoing,28,1.64071429,7.56961608,0.95567639,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,25-34,female,inactive,ad,4024,5813,1.4445825,7-day click or 1-day view,quoteReceived,2,45.92,22.96,2024-05-09,2025-04-30,24,1.91321807,7.89905962,1.06657492,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,25-34,female,active,ad,1858,3682,1.98170075,7-day click or 1-day view,quoteReceived,5,45.35,9.07,2024-05-09,2025-04-30,19,2.38665843,12.31572791,0.84193373,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|Christmas,35-44,female,inactive,ad,2047,3287,1.60576453,7-day click or 1-day view,quoteReceived,2,44.64,22.32,2024-05-09,2025-04-30,24,1.86000792,13.58083056,1.27776088,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|green_bulb,55-64,female,not_delivering,ad,1104,2961,2.68206522,7-day click or 1-day view,quoteReceived,3,44.40,14.80,2024-07-01,2024-12-22,34,1.30599463,14.99622333,2.26274907,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlacesI,35-44,female,inactive,ad,2801,3154,1.12602642,7-day click or 1-day view,,,43.68,,2024-05-09,2024-12-22,58,0.75304823,13.84806519,3.6461636,2024-04-01,2025-04-20
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Broad_Ad Set 1_IG,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image_April_NewAd2,18-24,female,not_delivering,ad,8631,13771,1.59552775,7-day click or 1-day view,actions:visit_instagram_profile,365,43.59,0.12,2024-02-09,Ongoing,364,0.11973941,3.16499498,2.62145088,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,55-64,female,inactive,ad,832,2733,3.28485577,7-day click or 1-day view,quoteReceived,1,42.78,42.78,2024-05-09,2025-04-30,44,0.97233815,15.65418166,2.37833882,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,25-34,female,inactive,ad,2319,3541,1.52695127,7-day click or 1-day view,quoteReceived,2,42.67,21.33,2024-07-01,2024-12-22,26,1.64106235,12.04959646,1.83563965,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,35-44,female,inactive,ad,1493,2464,1.65036839,7-day click or 1-day view,quoteReceived,7,42.56,6.08,2024-07-01,2024-12-22,19,2.23987104,17.27173287,2.27272727,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,25-34,female,not_delivering,ad,3317,5891,1.77600241,7-day click or 1-day view,,,42.35,,2025-03-02,Ongoing,14,3.02470519,7.18823166,1.00152775,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,HEAT|IFD-STOR-RL|IMG|cta_fixingheating,35-44,female,not_delivering,ad,2570,4556,1.77276265,7-day click or 1-day view,quoteReceived,1,42.10,42.10,2025-03-02,Ongoing,12,3.50799142,9.23966134,1.27304653,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|Christmas,25-34,female,inactive,ad,2265,3858,1.70331126,7-day click or 1-day view,quoteReceived,2,41.47,20.73,2024-05-09,2025-04-30,26,1.59495214,10.74877026,1.16640747,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,25-34,male,not_delivering,ad,5042,6528,1.29472432,7-day click or 1-day view,actions:visit_instagram_profile,346,40.14,0.12,2024-05-08,2024-12-30,349,0.11501052,6.14869338,5.28492647,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,35-44,male,inactive,ad,2036,2673,1.31286837,7-day click or 1-day view,quoteReceived,3,39.61,13.20,2024-05-09,2024-12-22,28,1.41453602,14.81743679,2.39431351,2024-04-01,2025-04-20
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,35-44,male,not_delivering,ad,3727,8394,2.25221358,7-day click or 1-day view,Link clicks,84,39.23,0.47,2024-12-17,Ongoing,84,0.46707369,4.67407548,1.03645461,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,25-34,unknown,not_delivering,ad,3264,7304,2.2377451,7-day click or 1-day view,actions:visit_instagram_profile,381,38.10,0.10,2024-05-08,2024-12-30,386,0.09869705,5.2159177,5.23001095,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,25-34,male,inactive,ad,1376,3189,2.31758721,7-day click or 1-day view,quoteReceived,4,37.43,9.36,2024-05-09,2025-04-30,31,1.20733811,11.73643191,2.72812794,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,18-24,unknown,not_delivering,ad,2944,7791,2.64639946,7-day click or 1-day view,actions:visit_instagram_profile,355,37.20,0.10,2024-05-08,2024-12-30,360,0.10332537,4.774372,4.65922218,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,25-34,male,inactive,ad,2516,3039,1.20786963,7-day click or 1-day view,quoteReceived,6,37.03,6.17,2024-05-09,2024-12-22,35,1.0579201,12.18400901,3.25765054,2024-04-01,2025-04-20
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Interest Based_Ad Set 2,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image,25-34,female,not_delivering,ad,6684,9404,1.40694195,7-day click or 1-day view,actions:visit_instagram_profile,171,36.10,0.21,2024-02-09,Ongoing,169,0.21361578,3.83890539,1.78647384,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,55-64,female,not_delivering,ad,2384,3509,1.47189597,7-day click or 1-day view,quoteReceived,3,35.13,11.71,2024-05-09,2024-10-31,23,1.52759653,10.01274444,1.28241664,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,18-24,female,inactive,ad,2201,6789,3.08450704,7-day click or 1-day view,quoteReceived,1,34.75,34.75,2024-05-09,2025-04-30,22,1.57965174,5.11891857,1.06053911,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,65+,female,inactive,ad,1680,2937,1.74821429,7-day click or 1-day view,quoteReceived,4,33.83,8.46,2024-05-09,2024-12-22,16,2.1144974,11.51922313,1.83861083,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,18-24,female,inactive,ad,1584,4364,2.75505051,7-day click or 1-day view,quoteReceived,3,32.43,10.81,2024-05-09,2025-04-30,29,1.11824666,7.43106169,3.00183318,2024-04-01,2025-04-20
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,45-54,female,not_delivering,ad,2943,6155,2.09140333,7-day click or 1-day view,Link clicks,55,31.64,0.58,2024-12-17,Ongoing,55,0.57518754,5.13977497,0.97481722,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,35-44,male,inactive,ad,792,2033,2.56691919,7-day click or 1-day view,quoteReceived,5,31.55,6.31,2024-05-09,2025-04-30,23,1.37171511,15.51866573,2.11510084,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,25-34,male,active,ad,2568,3973,1.54711838,7-day click or 1-day view,quoteReceived,3,31.53,10.51,2024-05-09,2025-04-30,22,1.43318182,7.93606846,1.13264536,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,35-44,male,active,ad,2092,3254,1.55544933,7-day click or 1-day view,quoteReceived,4,31.12,7.78,2024-05-09,2025-04-30,33,0.9430303,9.56361401,1.90534726,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,45-54,female,inactive,ad,1240,2122,1.71129032,7-day click or 1-day view,quoteReceived,3,30.82,10.27,2024-05-09,2025-04-30,12,2.56832695,14.52399784,1.46088596,2024-04-01,2025-04-20
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Broad_Ad Set 1_IG,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image_April_NewAd2,25-34,female,not_delivering,ad,7291,9008,1.23549582,7-day click or 1-day view,actions:visit_instagram_profile,257,30.42,0.12,2024-02-09,Ongoing,253,0.12022376,3.37662217,2.79751332,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,45-54,female,inactive,ad,1340,2183,1.62910448,7-day click or 1-day view,,,30.15,,2024-05-09,2025-04-30,17,1.77342257,13.81043684,1.64910673,2024-04-01,2025-04-20
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 4,25-34,female,not_delivering,ad,3772,4651,1.23303287,7-day click or 1-day view,quoteReceived,3,30.12,10.04,2023-11-23,Ongoing,43,0.70041589,6.47557154,1.87056547,2024-04-01,2025-04-20
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,18-24,unknown,not_delivering,ad,2336,8280,3.54452055,7-day click or 1-day view,Link clicks,51,30.09,0.59,2024-12-17,Ongoing,51,0.58991264,3.63351986,0.61594203,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|purple_sink,45-54,female,not_delivering,ad,1968,2625,1.33384146,7-day click or 1-day view,,,29.75,,2024-05-09,2024-12-22,12,2.4792544,11.3337344,0.91428571,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,25-34,male,not_delivering,ad,3682,4487,1.21863118,7-day click or 1-day view,actions:visit_instagram_profile,270,29.74,0.11,2024-05-08,2024-12-30,268,0.11095842,6.62733622,5.97281034,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,18-24,female,not_delivering,ad,2896,4284,1.47928177,7-day click or 1-day view,quoteReceived,1,29.47,29.47,2024-05-09,2024-10-31,45,0.65495601,6.87978999,3.22128852,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,65+,female,inactive,ad,736,1262,1.71467391,7-day click or 1-day view,Meta leads,10,29.34,2.93,2024-07-01,2024-12-22,25,1.17365538,23.24990851,4.27892235,2024-04-01,2025-04-20
LDN|17.12|MID|TFK|CLICKS|ALL - CROWDF,LDN|ALL|18-65+|RTG|IGFollowers&Engagers&WebV|IG|ALL,CROWD|IFD-STOR-RL|VID|invest,55-64,female,not_delivering,ad,1968,4305,2.1875,7-day click or 1-day view,Link clicks,72,29.26,0.41,2024-12-17,Ongoing,72,0.40632871,6.79574155,1.81184669,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,UGC|IFD-STOR-RL|VID|Clip1,35-44,female,inactive,ad,1427,1936,1.35669236,7-day click or 1-day view,,,29.21,,2025-03-02,Ongoing,19,1.53736842,15.08780992,2.32438017,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|tradeplaces,35-44,male,not_delivering,ad,2720,4248,1.56176471,7-day click or 1-day view,actions:visit_instagram_profile,250,28.89,0.12,2024-05-08,2024-12-30,252,0.11463402,6.80032319,5.9086629,2024-04-01,2025-04-20
