Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Reporting starts,Reporting ends
MH* 05.00 | TH | Islington (IG Story),04.02 | Highbury,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,12,20,1.66666667,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,5.5,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,7,7,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,15.71428571,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.03 | Rotherhithe,Hyperlocal IG Story Design 1 |  Electrician,45-54,female,not_delivering,ad,11,14,1.27272727,7-day click or 1-day view,,,0.11,,2024-04-08,Ongoing,,,7.85714286,0,2024-04-01,2025-04-20
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 2,35-44,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.11,,2023-04-13,Ongoing,,,110,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.09 | Highgate,Hyperlocal Reel  |  Tradeswomen,35-44,unknown,not_delivering,ad,2,7,3.5,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,15.71428571,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,25-34,female,inactive,ad,9,9,1,7-day click or 1-day view,,,0.11,,2024-07-01,2024-12-22,,,12.22222222,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 3 |  Plumber,35-44,female,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,9.16666667,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.07 | Peckham Rye,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,35-44,female,not_delivering,ad,10,11,1.1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.01 | Borough,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,female,not_delivering,ad,14,14,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,7.85714286,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.11 | Elephant and Castle,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,unknown,not_delivering,ad,4,7,1.75,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,15.71428571,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.11 | Elephant and Castle,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,35-44,female,not_delivering,ad,8,8,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,13.75,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.11 | Elephant and Castle,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,female,not_delivering,ad,22,22,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,5,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.12 | London Bridge,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,35-44,male,not_delivering,ad,13,13,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,8.46153846,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.11 | Elephant and Castle,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,15,15,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,7.33333333,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,8,9,1.125,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,12.22222222,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,25-34,female,not_delivering,ad,15,15,1,7-day click or 1-day view,Link clicks,2,0.11,0.06,2024-11-07,2024-12-22,2,0.055,7.33333333,13.33333333,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,female,not_delivering,ad,26,26,1,7-day click or 1-day view,Link clicks,1,0.11,0.11,2024-11-07,2024-12-22,1,0.11,4.23076923,3.84615385,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,35-44,female,inactive,ad,18,19,1.05555556,7-day click or 1-day view,,,0.11,,2024-07-01,2024-12-22,,,5.78947368,0,2024-04-01,2025-04-20
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 1,18-24,female,not_delivering,ad,15,15,1,7-day click or 1-day view,,,0.11,,2023-04-13,Ongoing,,,7.33333333,0,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,PLUM||IFD-STOR-RL|IMG|sitting,18-24,male,inactive,ad,20,21,1.05,7-day click or 1-day view,,,0.11,,2025-03-02,Ongoing,,,5.23809524,4.76190476,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,female,not_delivering,ad,25,26,1.04,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,4.23076923,3.84615385,2024-04-01,2025-04-20
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Interest Based_Ad Set 2,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image,45-54,unknown,not_delivering,ad,16,30,1.875,7-day click or 1-day view,,,0.11,,2024-02-09,Ongoing,,,3.66575952,0,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,55-64,unknown,inactive,ad,0,13,0,7-day click or 1-day view,,,0.11,,2024-05-09,2025-04-30,,,8.45779036,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.03 | Rotherhithe,Hyperlocal Grid Posts Design 3 |  Plumber,18-24,unknown,not_delivering,ad,5,19,3.8,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,5.78602962,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.01 | Borough,Hyperlocal IG Story Design 1 |  Electrician,55-64,female,not_delivering,ad,6,6,1,7-day click or 1-day view,,,0.11,,2024-04-08,Ongoing,1,0.10982258,18.30376344,16.66666667,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.12 | Holloway,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,22,28,1.27272727,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,,,3.92089844,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.12 | Holloway,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,unknown,not_delivering,ad,6,10,1.66666667,7-day click or 1-day view,,,0.11,,2024-04-04,Ongoing,1,0.10970588,10.97058824,10,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,55-64,male,inactive,ad,10,19,1.9,7-day click or 1-day view,actions:visit_instagram_profile,1,0.10,0.10,2024-05-08,2024-12-30,,,5.26541289,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.02 | Highbury,Hyperlocal Reel  |  Tradeswomen,25-34,unknown,not_delivering,ad,6,12,2,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,8.33333333,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,male,not_delivering,ad,18,21,1.16666667,7-day click or 1-day view,,,0.10,,2024-11-07,2024-12-22,,,4.76190476,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,GEN|IFD-STOR-RL|IMG|review_tap_plummer – Copy,18-24,female,not_delivering,ad,27,31,1.14814815,7-day click or 1-day view,,,0.10,,2024-05-08,2024-12-30,,,3.22580645,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,12,13,1.08333333,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,,,7.69230769,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.05 | Peckham,Hyperlocal IG Story Design 1 |  Electrician,25-34,male,not_delivering,ad,1,19,19,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,5.26315789,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,AWARE|IFD-STOR-RL|IMG|PrideMonth,35-44,male,inactive,ad,11,12,1.09090909,7-day click or 1-day view,,,0.10,,2024-05-08,2024-12-30,,,8.33333333,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.02 | Highbury,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,15,15,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.12 | London Bridge,Hyperlocal Grid Posts Design 1 |  Electrician,18-24,unknown,not_delivering,ad,12,17,1.41666667,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,5.88235294,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.04 | Walworth,Hyperlocal IG Story Design 1 |  Electrician,35-44,female,not_delivering,ad,6,6,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,16.66666667,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.03 | Canonbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,,,10,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.09 | Highgate,Hyperlocal IG Story Design 2 |  Heating Engineer,18-24,female,not_delivering,ad,15,17,1.13333333,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,5.88235294,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.05 | Barnsbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,unknown,not_delivering,ad,4,5,1.25,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,,,20,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.03 | Rotherhithe,Hyperlocal IG Story Design 1 |  Electrician,35-44,female,not_delivering,ad,10,12,1.2,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,8.33333333,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.02 | Bermondsey,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,9,9,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,11.11111111,0,2024-04-01,2025-04-20
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,18-24,unknown,not_delivering,ad,16,19,1.1875,7-day click or 1-day view,,,0.10,,2024-03-19,Ongoing,,,5.26315789,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.07 | Shoreditch,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,11,15,1.36363636,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.08 | Nunhead,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,unknown,not_delivering,ad,6,7,1.16666667,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,14.28571429,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.06 | Camberwell,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,50,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,35-44,unknown,not_delivering,ad,6,7,1.16666667,7-day click or 1-day view,,,0.10,,2024-05-09,2024-10-31,,,14.28571429,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.11 | Elephant and Castle,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,8.33333333,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.06 | Camberwell,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,8,9,1.125,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,11.11111111,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.12 | London Bridge,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,15,15,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 3 |  Plumber,25-34,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,25,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|Christmas,35-44,male,not_delivering,ad,7,8,1.14285714,7-day click or 1-day view,,,0.10,,2024-05-09,2024-12-22,,,12.5,0,2024-04-01,2025-04-20
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative video 1,25-34,female,not_delivering,ad,11,11,1,7-day click or 1-day view,,,0.10,,2024-03-19,Ongoing,,,9.09090909,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,8,12,1.5,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,1,0.1,8.33333333,8.33333333,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,25-34,unknown,not_delivering,ad,8,8,1,7-day click or 1-day view,,,0.10,,2024-05-09,2024-10-31,,,12.5,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1 – Copy,18-24,female,not_delivering,ad,30,31,1.03333333,7-day click or 1-day view,actions:visit_instagram_profile,2,0.10,0.05,2024-05-08,2024-12-30,2,0.05,3.22580645,6.4516129,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|Christmas,45-54,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.10,,2024-05-09,2024-12-22,,,100,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.09 | Dulwich,Hyperlocal IG Story Design 1 |  Electrician,35-44,male,not_delivering,ad,11,13,1.18181818,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,7.69230769,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.08 | Nunhead,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,4,8,2,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,12.5,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.04 | Walworth,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,13,13,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,7.69230769,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.01 | Borough,Hyperlocal Grid Posts Design 3 |  Plumber,55-64,female,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,25,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.05 | Barnsbury,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,unknown,not_delivering,ad,3,6,2,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,,,16.66666667,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,35-44,female,inactive,ad,11,13,1.18181818,7-day click or 1-day view,,,0.10,,2024-07-01,2024-12-22,,,7.69230769,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,male,not_delivering,ad,13,13,1,7-day click or 1-day view,,,0.10,,2024-11-07,2024-12-22,,,7.69230769,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.12 | Holloway,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,unknown,not_delivering,ad,7,10,1.42857143,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,,,10,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.07 | Peckham Rye,Hyperlocal IG Story Design 3 |  Plumber,55-64,female,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,33.33333333,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.12 | Holloway,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,unknown,not_delivering,ad,5,7,1.4,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,,,14.28571429,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.06 | Kings Cross,Hyperlocal IG Story Design 1 |  Electrician,35-44,female,not_delivering,ad,13,13,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,7.69230769,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.03 | Canonbury,Hyperlocal Reel  |  Tradeswomen,45-54,unknown,not_delivering,ad,2,3,1.5,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,33.33333333,0,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,18-24,female,inactive,ad,17,19,1.11764706,7-day click or 1-day view,,,0.10,,2025-03-02,Ongoing,,,5.26315789,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.06 | Kings Cross,Hyperlocal IG Story Design 1 |  Electrician,35-44,male,not_delivering,ad,8,8,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,12.5,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.02 | Bermondsey,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,unknown,not_delivering,ad,8,9,1.125,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,11.11111111,11.11111111,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.06 | Kings Cross,Hyperlocal IG Story Design 3 |  Plumber,45-54,male,not_delivering,ad,12,15,1.25,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,1,0.1,6.66666667,6.66666667,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.04 | Clerkenwell,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,male,not_delivering,ad,10,13,1.3,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,,,7.69230769,0,2024-04-01,2025-04-20
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 3,18-24,male,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.10,,2023-11-23,Ongoing,,,10,0,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,GEN|IFD-STOR-RL|IMG|greentextonly,18-24,male,inactive,ad,12,14,1.16666667,7-day click or 1-day view,,,0.10,,2025-03-02,Ongoing,,,7.14285714,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.09 | Dulwich,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,7,11,1.57142857,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,9.09090909,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,35-44,female,inactive,ad,12,13,1.08333333,7-day click or 1-day view,,,0.10,,2024-07-01,2024-12-22,,,7.69230769,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,female,not_delivering,ad,14,14,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,7.14285714,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,25-34,male,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.10,,2024-07-01,2024-12-22,,,8.32739156,0,2024-04-01,2025-04-20
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,18-24,male,not_delivering,ad,12,15,1.25,7-day click or 1-day view,,,0.10,,2023-11-23,Ongoing,,,6.66148666,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,,,33.30706593,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,8,12,1.5,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,,,8.32561013,0,2024-04-01,2025-04-20
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 1,18-24,male,not_delivering,ad,14,17,1.21428571,7-day click or 1-day view,,,0.10,,2024-03-19,Ongoing,,,5.87638404,0,2024-04-01,2025-04-20
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 1,18-24,unknown,not_delivering,ad,14,18,1.28571429,7-day click or 1-day view,,,0.10,,2024-03-19,Ongoing,,,5.54991826,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.01 | Borough,Hyperlocal IG Story Design 1 |  Electrician,25-34,unknown,not_delivering,ad,6,6,1,7-day click or 1-day view,,,0.10,,2024-04-08,Ongoing,,,16.63978495,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3 – Copy,55-64,male,not_delivering,ad,6,9,1.5,7-day click or 1-day view,actions:visit_instagram_profile,1,0.10,0.10,2024-05-08,2024-12-30,1,0.09982425,11.09158368,11.11111111,2024-04-01,2025-04-20
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,45-54,female,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.10,,2024-05-09,2024-06-16,,,9.9009901,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,18-24,male,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.09,,2024-07-01,2024-12-22,,,30.02382844,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,18-24,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.09,,2024-07-01,2024-12-22,,,30.02382844,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.07 | Shoreditch,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,13,13,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,6.92307692,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.04 | Clerkenwell,Hyperlocal Grid Posts Design 1 |  Electrician,18-24,unknown,not_delivering,ad,3,8,2.66666667,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,,,11.25,0,2024-04-01,2025-04-20
